,Unnamed: 0.1,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
1304,1304,Jamal James,1988-07-27,"Minneapolis, Minnesota, U.S.",welterweight,6 ft 2 in (188 cm),70 in (178 cm),Orthodox,30,28.0,12.0,2.0,,,M,188.0,178.0,USA,American,Leo,welterweight
1305,1305,Radzhab Butaev,1993-12-15,"Khasavyurt, Dagestan, Russia",welterweight/middleweight,1.79 m (5 ft 10 in),183 cm (72 in),Orthodox,17,15.0,12.0,1.0,,1.0,M,179.0,182.9,Russia,Russian,Sagittarius,welterweight
1306,1306,Eimantas Stanionis,1994-08-17,"Kaunas, Lithuania",welterweight/middleweight,5 ft 8 in (173 cm),68 in (173 cm),Orthodox,15,14.0,9.0,,,1.0,M,173.0,173.0,Lithuania,Lithuanian,Leo,welterweight
1307,1307,Pinky Mitchell,1899-01-01,"Milwaukee, Wisconsin",welterweight,,,,83,44.0,10.0,23.0,6.0,,M,,,USA,American,Capricorn,welterweight
1308,1308,Jack Kid Berg,1909-06-28,"Whitechapel, London",lightweight/welterweight,5 ft 9 in (1.75 m),,,192,157.0,61.0,26.0,9.0,,M,175.0,,England,British,Cancer,lightweight
1309,1309,Johnny Jadick,1908-06-16,"Philadelphia, Pennsylvania",welterweight,5 ft 8.5 in (1.74 m),,Orthodox,164,99.0,15.0,57.0,8.0,,M,174.0,,USA,American,Gemini,welterweight
1310,1310,Johnny Bumphus,1960-08-17,"Tacoma, Washington, U.S.",welterweight/welterweight,6 ft 0 in (183 cm),74 in (188 cm),Southpaw,31,29.0,20.0,2.0,,,M,183.0,188.0,USA,American,Leo,welterweight
1311,1311,Gene Hatcher,1959-06-28,"Fort Worth, Texas, U.S.",welterweight/welterweight,5 ft 8 in (173 cm),70 in (178 cm),Orthodox,39,32.0,23.0,7.0,,,M,173.0,178.0,USA,American,Cancer,welterweight
1312,1312,Ubaldo Néstor Sacco,1955-07-28,"Buenos Aires, Argentina",welterweight,5 ft 7+1⁄2 in (171 cm),68 in (173 cm),Orthodox,52,47.0,23.0,4.0,1.0,,M,171.0,173.0,Argentina,Argentine,Leo,welterweight
1313,1313,Patrizio Oliva,1959-01-28,"Naples, Italy[1]",welterweight,1.77 m (5 ft 10 in),,Orthodox,59,57.0,20.0,2.0,0.0,0.0,M,177.0,,Italy,Italian,Aquarius,welterweight
1314,1314,Juan Martin Coggi,1961-12-19,"Fighiera, Rosario, Santa Fe, Argentina",welterweight,5 ft 7 in (170 cm),73 in (185 cm),Southpaw,82,75.0,44.0,5.0,2.0,,M,170.0,185.0,Argentina,Argentine,Sagittarius,welterweight
1315,1315,Loreto Garza,1962-05-23,"Sacramento, California, U.S.",welterweight,5 ft 10 in (178 cm),72 in (183 cm),Orthodox,34,31.0,26.0,2.0,1.0,,M,178.0,183.0,USA,American,Gemini,welterweight
1316,1316,Akinobu Hiranaka,1963-11-14,"Yaese, Okinawa, Japan",welterweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,22,20.0,18.0,2.0,,,M,170.0,178.0,Japan,Japanese,Scorpio,welterweight
1317,1317,Morris East,1973-08-08,"Olongapo, Philippines",welterweight,5 ft 6 in (168 cm),,Southpaw,25,20.0,12.0,4.0,,1.0,M,168.0,,Philippines,Filipino,Leo,welterweight
1318,1318,Khalid Rahilou,1966-06-19,"Argenteuil, France",welterweight,1.73 m (5 ft 8 in),180 cm (71 in),Orthodox,42,37.0,16.0,5.0,,,M,173.0,180.3,France,French,Gemini,welterweight
1319,1319,Sharmba Mitchell,1970-08-27,"Takoma Park, Maryland, U.S.",lightweight/welterweight/welterweight,5 ft 7 in (170 cm),72 in (183 cm),Southpaw,63,57.0,30.0,6.0,,,M,170.0,183.0,USA,American,Virgo,lightweight
1320,1320,Vivian Harris,1978-06-17,"Georgetown, Guyana",welterweight/welterweight/middleweight,,,Orthodox,48,33.0,19.0,12.0,2.0,1.0,M,,,Guyana,Guyanese,Gemini,welterweight
1321,1321,Carlos Maussa,1971-09-24,"Montería, Colombia",welterweight,5 ft 10+1⁄2 in (179 cm),73 in (185 cm),Orthodox,25,20.0,18.0,5.0,,,M,179.0,185.0,Colombia,Colombian,Libra,welterweight
1322,1322,Souleymane M'baye,1975-03-21,"Clichy-la-Garenne, France]",super lightweight,,,Orthodox,49,42.0,23.0,6.0,1.0,,M,,,France,French,Aries,lightweight
1323,1323,Gavin Rees,1980-05-10,"Newport, Wales",featherweight/lightweight/welterweight,5 ft 4 in (163 cm),64 in (163 cm),Orthodox,43,38.0,19.0,4.0,1.0,,M,163.0,163.0,Wales,British,Taurus,featherweight
1324,1324,Andreas Kotelnik,1977-12-29,"Lviv, Ukrainian SSR, Soviet Union",welterweight,1.71 m (5 ft 7 in)[1],178 cm (70 in)[1],Orthodox,37,32.0,13.0,4.0,1.0,,M,171.0,177.8,Ukraine,Ukrainian,Capricorn,welterweight
1325,1325,Kiryl Relikh,1989-11-26,"Baranavichy, Byelorussian SSR, Soviet Union(now Belarus)",welterweight,5 ft 9+1⁄2 in (177 cm),67+1⁄2 in (171 cm),Orthodox,27,24.0,20.0,3.0,,,M,177.0,171.0,Belarus,Belarusian,Sagittarius,welterweight
1326,1326,Alberto Puello,1994-07-22,"San Juan, Dominican Republic",welterweight,5 ft 9 in (175 cm),71 in (180 cm),Southpaw,21,21.0,10.0,,,,M,175.0,180.0,Dominican Republic,Dominican,Cancer,welterweight
1327,1327,Rolly Romero,,,lightweight/welterweight,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,16,15.0,13.0,1.0,,,M,170.0,168.0,,,,lightweight
1328,1328,Diosbelys Hurtado,1973-09-04,"Santiago, Cuba",welterweight/welterweight,5′ 11½″   /   182cm,73″   /   185cm,Orthodox,47,43.0,26.0,3.0,1.0,,M,182.0,185.0,Cuba,Cuban,Virgo,welterweight
1329,1329,Mario Barrios,1995-05-18,"San Antonio, Texas, U.S.",welterweight/welterweight,5 ft 10 in (178 cm),71 in (180 cm),Orthodox,30,28.0,18.0,2.0,,,M,178.0,180.0,USA,American,Taurus,welterweight
1330,1330,Juan Zurita,1917-05-12,"Veracruz, Mexico",lightweight,1.68 m (5 ft 6 in),1.68 m (66 in),,155,131.0,43.0,23.0,1.0,,M,168.0,167.6,Mexico,Mexican,Taurus,lightweight
1331,1331,Wallace Bud Smith,1924-04-02,"Cincinnati, Ohio",lightweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,61,31.0,18.0,24.0,6.0,0.0,M,169.0,,USA,American,Aries,lightweight
1332,1332,Ernesto España,1954-11-07,"La Flor, Venezuela",lightweight,,,Orthodox,44,36.0,29.0,8.0,0.0,0.0,M,,,Venezuela,Venezuelan,Scorpio,lightweight
1333,1333,Claude Noel,1955-10-31,,,,,,,,,,,,M,,,,,Scorpio,
1334,1334,Arturo Frias,1955-10-27,"Montebello, California, U.S.",lightweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,33,28.0,8.0,5.0,,,M,170.0,170.0,USA,American,Scorpio,lightweight
1335,1335,Ray Mancini,1961-03-04,"Youngstown, Ohio, U.S.",lightweight/welterweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Orthodox,34,29.0,23.0,5.0,,,M,164.0,165.0,USA,American,Pisces,lightweight
1336,1336,Livingstone Bramble,1960-09-03,Saint Kitts and Nevis,lightweight/welterweight,5 ft 8 in (173 cm),74 in (188 cm),Orthodox,69,40.0,25.0,26.0,3.0,,M,173.0,188.0,Saint Kitts and Nevis,Kittitian,Virgo,lightweight
1337,1337,Juan Nazario,1963-09-27,"Guaynabo, Puerto Rico",lightweight,,,,29,25.0,17.0,4.0,,,M,,,Puerto Rico,American(Puerto Rican),Libra,lightweight
1338,1338,Joey Gamache,1966-05-20,"Lewiston, Maine, U.S.",lightweight/featherweight,5 ft 6 in (168 cm),64 in (163 cm),Orthodox,59,55.0,38.0,4.0,,,M,168.0,163.0,USA,American,Taurus,featherweight
1339,1339,Orzubek Nazarov,1966-08-30,"Kant, Kyrgyz SSR, USSR",lightweight,5 ft 7+1⁄2 in (171 cm),71 in (180 cm),Southpaw,27,26.0,19.0,1.0,,,M,171.0,180.0,Kyrgyzstan,Kyrgyz,Virgo,lightweight
1340,1340,Julien Lorcy,1972-04-12,"Argenteuil, France",lightweight,,,,62,56.0,40.0,4.0,2.0,0.0,M,,,France,French,Aries,lightweight
1341,1341,Stefano Zoff,1966-03-17,"Monfalcone, Italy",lightweight,"1,75 m",,Orthodox,58,43.0,17.0,12.0,3.0,0.0,M,175.0,,Italy,Italian,Pisces,lightweight
1342,1342,Gilberto Serrano,1970-03-19,"Caracas, Venezuela",lightweight,,,,27,20.0,17.0,6.0,1.0,,M,,,Venezuela,Venezuelan,Pisces,lightweight
1343,1343,Takanori Hatakeyama,1975-07-28,"Aomori, Japan",featherweight/lightweight,5 ft 8 in (173 cm),,Orthodox,29,24.0,19.0,2.0,3.0,,M,173.0,,Japan,Japanese,Leo,featherweight
1344,1344,Raúl Horacio Balbi,1973-10-07,"Buenos Aires, Argentina",welterweight/lightweight,5 ft 7 in (1.70 m),,,68,55.0,38.0,11.0,2.0,,M,170.0,,Argentina,Argentine,Libra,lightweight
1345,1345,Leonard Doroftei,1970-04-10,"Ploieşti, Romania[1]",lightweight/welterweight,1.63 m (5 ft 4 in),,Orthodox,24,22.0,8.0,1.0,1.0,,M,163.0,,Romania,Romanian,Aries,lightweight
1346,1346,Lakva Sim,1972-03-10,"Ulaanbaatar, Mongolian People's Republic",featherweight/lightweight,5 ft 7 in (170 cm)[1],,Orthodox,26,21.0,18.0,4.0,1.0,,M,170.0,,Mongolia,Mongolian,Pisces,featherweight
1347,1347,Paulus Moses,1978-06-04,"Okapya, Namibia",lightweight,1.73 m (5 ft 8 in),184 cm (72 in),Orthodox,47,40.0,25.0,6.0,,1.0,M,173.0,182.9,Namibia,Namibian,Gemini,lightweight
1348,1348,Richar Abril,1982-08-10,Cuba,lightweight,,,Orthodox,24,20.0,8.0,3.0,1.0,,M,,,Cuba,Cuban,Leo,lightweight
1349,1349,Darleys Pérez,1983-09-14,"San Pedro de Urabá, Antioquia, Colombia",lightweight/welterweight,5 ft 7 in (170 cm),70 in (178 cm),,41,34.0,22.0,5.0,2.0,,M,170.0,178.0,Colombia,Colombian,Virgo,lightweight
1350,1350,Anthony Crolla,1986-11-16,"Manchester, England",featherweight/lightweight,5 ft 8+1⁄2 in (174 cm),67 in (170 cm),Orthodox,45,35.0,13.0,7.0,3.0,,M,174.0,170.0,England,British,Scorpio,featherweight
1351,1351,Yusuke Kobori,1981-10-11,"Yotsukaidō, Chiba, Japan",lightweight,5 ft 7+1⁄2 in (171 cm),,,27,23.0,12.0,3.0,1.0,0.0,M,171.0,,Japan,Japanese,Libra,lightweight
1352,1352,Brandon Ríos,1986-04-29,"Lubbock, Texas, U.S.[1]",lightweight/welterweight/welterweight,5 ft 8 in (173 cm),68 in (173 cm),Orthodox,41,35.0,26.0,5.0,1.0,,M,173.0,173.0,USA,American,Taurus,lightweight
1353,1353,Frankie Klick,1907-05-05,"San Francisco, California, U.S.",lightweight/lightweight,5 ft 5 in (1.65 m),67.5 in (171 cm),Orthodox,126,86.0,25.0,26.0,13.0,1.0,M,165.0,171.0,USA,American,Taurus,lightweight
1354,1354,Harold Gomes,1933-08-22,"Providence, Rhode Island, United States",featherweight/featherweight,5 ft 5 in (165 cm),,Orthodox,60,50.0,24.0,10.0,0.0,,M,165.0,,USA,American,Leo,featherweight
1355,1355,Choi Yong-soo,,,,1.84 m (6 ft 1⁄2 in),,,,,,,,,M,184.0,,,,,
1356,1356,Baek Jong-kwon,1971-11-07,"Jinju, Gyeongsangnam-do, South Korea",featherweight,,,,25,23.0,20.0,1.0,1.0,0.0,M,,,South Korea,South Korean,Scorpio,featherweight
1357,1357,Yodsanan Sor Nanthachai,1974-08-17,,featherweight/flyweight/bantamweight,1.68 m (5 ft 6 in),,Southpaw,60,56.0,45.0,3.0,1.0,0.0,M,168.0,,,,Leo,flyweight
1358,1358,Vicente Mosquera,1979-12-09,"Panama City, Panama",featherweight,,,Orthodox,37,33.0,18.0,3.0,1.0,0.0,M,,,Panama,Panamanian,Sagittarius,featherweight
1359,1359,Takashi Uchiyama,1979-11-10,"Nagasaki Prefecture,[3][4] Japan",featherweight,5 ft 7.5 in (171 cm),71.5 in (182 cm),Orthodox,27,24.0,20.0,2.0,1.0,,M,171.0,182.0,Japan,Japanese,Scorpio,featherweight
1360,1360,Jezreel Corrales,1991-07-12,"San Miguelito, Panama",featherweight/featherweight,5 ft 6 in (168 cm),67 in (170 cm),Southpaw,32,26.0,10.0,5.0,,1.0,M,168.0,170.0,Panama,Panamanian,Cancer,featherweight
1361,1361,Alberto Machado,1990-09-09,"Río Piedras, Puerto Rico",featherweight/lightweight,5 ft 10 in (178 cm),72 in (183 cm),Southpaw,27,23.0,19.0,4.0,,,M,178.0,183.0,Puerto Rico,American(Puerto Rican),Virgo,featherweight
1362,1362,Andrew Cancio,1988-10-21,"Blythe, California, U.S.",featherweight/featherweight,5 ft 6 in (168 cm),68 in (173 cm),Orthodox,28,21.0,16.0,5.0,2.0,,M,168.0,173.0,USA,American,Libra,featherweight
1363,1363,Roger Gutiérrez,1995-04-11,"Maracaibo, Venezuela",featherweight/lightweight,5 ft 8 in (173 cm)[1],69+1⁄2 in (177 cm)[1],Orthodox,34,27.0,20.0,6.0,1.0,,M,173.0,177.0,Venezuela,Venezuelan,Aries,featherweight
1364,1364,Lamont Roach Jr.,1995-08-18,"Washington, D.C., U.S.",featherweight,5 ft 7 in (1.70 m),68 in (173 cm),,26,24.0,9.0,1.0,1.0,,M,170.0,173.0,USA,American,Leo,featherweight
1365,1365,Javier Fortuna,1989-07-15,"La Romana, Dominican Republic",featherweight/featherweight/lightweight/welterweight,5 ft 7 in (170 cm)[1],68 in (173 cm)[1],Southpaw,44,37.0,26.0,4.0,1.0,2.0,M,170.0,173.0,Dominican Republic,Dominican,Cancer,featherweight
1366,1366,Jason Sosa,1988-03-10,"Camden, New Jersey, U.S.",featherweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,31,23.0,16.0,4.0,4.0,,M,165.0,170.0,USA,American,Pisces,featherweight
1367,1367,René Alvarado,1989-02-15,"Managua, Nicaragua",bantamweight/featherweight/featherweight,5 ft 7 in (170 cm),72 in (183 cm),Orthodox,47,33.0,22.0,14.0,,,M,170.0,183.0,Nicaragua,Nicaraguan,Aquarius,bantamweight
1368,1368,Petey Scalzo,1917-08-01,"Brooklyn, New York",featherweight,5 ft 5 in (1.65 m),5 ft 6.5 in (1.69 m),Orthodox,112,90.0,48.0,15.0,6.0,1.0,M,165.0,169.0,USA,American,Leo,featherweight
1369,1369,Richie Lemos,1920-02-07,"Los Angeles, California",welterweight/lightweight/featherweight,5 ft 5 in (170 cm),72 in (183 cm),Southpaw,81,55.0,26.0,23.0,3.0,,M,170.0,183.0,USA,American,Aquarius,featherweight
1370,1370,Jackie Wilson,1934-06-09,,,,,,,,,,,,M,,,,,Gemini,
1371,1371,Jackie Callura,1917-09-14,"Hamilton, Ontario",,,,,,,,,,,M,,,Canada,Canadian,Virgo,
1372,1372,Phil Terranova,,,featherweight,5 ft 2 in (1.57 m),,,99,67.0,29.0,21.0,11.0,0.0,M,157.0,,,,,featherweight
1373,1373,Sal Bartolo,,,featherweight,5 ft 6 in (1.68 m),,,97,74.0,16.0,18.0,5.0,,M,168.0,,,,,featherweight
1374,1374,Raul Rojas,,,featherweight,1.63 m (5 ft 4 in),1.57 m (5 ft 2 in),,47,38.0,24.0,7.0,2.0,,M,163.0,157.0,,,,featherweight
1375,1375,Shozo Saijo,1947-01-28,"Saitama, Japan",featherweight,171 cm (5 ft 7 in),,Orthodox,38,29.0,8.0,7.0,2.0,,M,171.0,,Japan,Japanese,Aquarius,featherweight
1376,1376,Ernesto Marcel,1948-05-23,"Colón, Panama",bantamweight/featherweight,168 cm (5 ft 6 in),173 cm (68 in),Orthodox,46,40.0,23.0,4.0,2.0,,M,168.0,172.7,Panama,Panamanian,Gemini,bantamweight
1377,1377,Cecilio Lastra,1951-08-12,"Santander, Spain",featherweight,5 ft 5 in (1.65 m),,Southpaw,54,39.0,24.0,13.0,2.0,0.0,M,165.0,,Spain,Spanish,Leo,featherweight
1378,1378,Park Yong-kyun,1967-08-16,"Seoul, South Korea",featherweight,1.70 m (5 ft 7 in),,Orthodox,32,28.0,16.0,3.0,1.0,,M,170.0,,South Korea,South Korean,Leo,featherweight
1379,1379,Eloy Rojas,1967-03-25,"Caracas, Venezuela",featherweight,1.68 m (5 ft 6 in),,Orthodox,47,40.0,28.0,5.0,2.0,,M,168.0,,Venezuela,Venezuelan,Aries,featherweight
1380,1380,Wilfredo Vázquez,1960-08-02,"Bayamón, Puerto Rico",bantamweight/bantamweight/featherweight/lightweight,5 ft 5 in (165 cm)[1],63 in (160 cm)[1],Orthodox,68,56.0,41.0,9.0,2.0,1.0,M,165.0,160.0,Puerto Rico,American(Puerto Rican),Leo,bantamweight
1381,1381,Freddie Norwood,1970-02-14,"Saint Louis, Missouri, U.S.",featherweight,5 ft 6.5 in (1.69 m),,Southpaw,48,43.0,23.0,4.0,1.0,,M,169.0,,USA,American,Aquarius,featherweight
1382,1382,Antonio Cermeño,1969-03-06,"Río Chico, Miranda, Venezuela",bantamweight/featherweight/featherweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,52,45.0,31.0,7.0,,,M,177.0,,Venezuela,Venezuelan,Pisces,bantamweight
1383,1383,Nicholas Walters,1986-01-04,"Montego Bay, Jamaica",featherweight/featherweight,5 ft 7 in (170 cm),73 in (185 cm),Orthodox,30,28.0,22.0,1.0,1.0,,M,170.0,185.0,Jamaica,Jamaican,Capricorn,featherweight
1384,1384,Jesús Cuellar,1986-12-28,"José C. Paz, Buenos Aires, Argentina",featherweight/featherweight,5 ft 5+1⁄2 in (166 cm)[1],69 in (175 cm)[1],Southpaw,33,29.0,22.0,4.0,,,M,166.0,175.0,Argentina,Argentine,Capricorn,featherweight
1385,1385,Mauricio Lara,1998-02-23,"Mexico City, Mexico",featherweight,5 ft 7 in (170 cm),,Orthodox,31,26.0,19.0,3.0,2.0,,M,170.0,,Mexico,Mexican,Pisces,featherweight
1386,1386,Raymond Ford,1999-03-16,"Camden, New Jersey, U.S.",featherweight/featherweight,5 ft 6 in (168 cm),69 in (175 cm),Southpaw,16,15.0,8.0,0.0,1.0,,M,168.0,175.0,USA,American,Pisces,featherweight
1387,1387,Jonathan Victor Barros,1984-01-30,"Guaymallén, Mendoza, Argentina",featherweight/featherweight/lightweight,5 ft 9 in (1.75 m),70 in (180 cm),Orthodox,52,43.0,22.0,8.0,1.0,0.0,M,175.0,180.0,Argentina,Argentine,Aquarius,featherweight
1388,1388,Xu Can,1994-03-09,"Fuzhou, Jiangxi, China",featherweight/featherweight/welterweight,5 ft 9 in (175 cm),69 in (175 cm),Orthodox,23,19.0,4.0,4.0,,,M,175.0,175.0,China,Chinese,Pisces,featherweight
1389,1389,Hong Soo-hwan,1950-05-26,"Seoul, South Korea",bantamweight/bantamweight,5 ft 7 in (170 cm),,Orthodox,50,41.0,14.0,5.0,4.0,,M,170.0,,South Korea,South Korean,Gemini,bantamweight
1390,1390,Leo Randolph,1958-02-27,"Columbus, Mississippi, USA",bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,19,17.0,9.0,2.0,,,M,165.0,168.0,USA,American,Pisces,bantamweight
1391,1391,Sergio Víctor Palma,1956-01-01,"La Tigra, Chaco Province, Argentina",bantamweight,5 ft 4+1⁄2 in (164 cm),,Orthodox,62,52.0,20.0,5.0,5.0,0.0,M,164.0,,Argentina,Argentine,Capricorn,bantamweight
1392,1392,Leo Cruz,1953-01-17,"Santiago de los Caballeros, Dominican Republic",bantamweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,51,41.0,18.0,8.0,2.0,,M,166.0,,Dominican Republic,Dominican,Capricorn,bantamweight
1393,1393,Loris Stecca,1960-03-30,"Santarcangelo di Romagna, Italy",bantamweight/featherweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,59,55.0,37.0,2.0,2.0,,M,166.0,,Italy,Italian,Aries,bantamweight
1394,1394,Victor Callejas,,,bantamweight,5 ft 6 in (168 cm),,,31,27.0,22.0,3.0,,1.0,M,168.0,,,,,bantamweight
1395,1395,Juan José Estrada,1872-01-01,,,,,,,,,,,,M,,,,,Capricorn,
1396,1396,Jesus Salud,1963-05-03,"Sinait, Ilocos Sur, Philippines",bantamweight/bantamweight,5 ft 6 in (168 cm),65 in (165 cm),Orthodox,76,63.0,38.0,13.0,,,M,168.0,165.0,Philippines,Filipino,Taurus,bantamweight
1397,1397,Néstor Garza,1976-11-24,"Reynosa, Tamaulipas, Mexico",bantamweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Orthodox,46,41.0,33.0,5.0,0.0,0.0,M,164.0,165.0,Mexico,Mexican,Sagittarius,bantamweight
1398,1398,Yober Ortega,1965-08-21,,bantamweight/featherweight,5 ft 7 in (170 cm),,Southpaw,44,35.0,24.0,6.0,3.0,0.0,M,170.0,,,,Leo,bantamweight
1399,1399,Yoddamrong Sithyodthong,1981-02-15,"Uthai Thani, Thailand",bantamweight/featherweight,168 cm (5 ft 6 in),,,51,43.0,18.0,7.0,1.0,,M,168.0,,Thailand,Thai,Aquarius,bantamweight
1400,1400,Osamu Sato,1960-04-14,"Kyoto, Japan",,,,,,,,,,,M,,,Japan,Japanese,Aries,
1401,1401,Salim Medjkoune,1972-01-04,"Aubière, France",bantamweight/bantamweight,5 ft 5+1⁄2 in (166 cm),68 in (173 cm),Southpaw,49,43.0,21.0,5.0,1.0,,M,166.0,173.0,France,French,Capricorn,bantamweight
1402,1402,Mahyar Monshipour,1975-03-21,"Bam, Iran",bantamweight,5 ft 4+1⁄2 in (164 cm),,,37,31.0,21.0,4.0,2.0,0.0,M,164.0,,Iran,Iranian,Aries,bantamweight
1403,1403,Somsak Sithchatchawal,1977-07-17,"Mae Mo, Lampang, Thailand",flyweight/bantamweight/featherweight,5 ft 7 in (170 cm),,,68,60.0,43.0,4.0,3.0,1.0,M,170.0,,Thailand,Thai,Cancer,flyweight
1404,1404,Lee Ryol-li,1982-05-20,,bantamweight/featherweight,5 ft 8.5 in (1.74 m),68 in (173 cm),,26,20.0,10.0,4.0,2.0,0.0,M,174.0,173.0,,,Taurus,bantamweight
1405,1405,Akifumi Shimoda,1984-09-11,"Sapporo, Japan",bantamweight,5 ft 7+1⁄2 in (171 cm),65 in (165 cm),Southpaw,39,31.0,14.0,6.0,2.0,,M,171.0,165.0,Japan,Japanese,Virgo,bantamweight
1406,1406,Rico Ramos,1987-06-20,"Los Angeles, California, U.S.",bantamweight/featherweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,36,30.0,14.0,6.0,,,M,165.0,170.0,USA,American,Gemini,bantamweight
1407,1407,Scott Quigg,1988-10-09,"Bury, Greater Manchester,England",bantamweight/featherweight,5 ft 8 in (173 cm)[1],67 in (170 cm),Orthodox,40,35.0,26.0,3.0,2.0,,M,173.0,170.0,England,British,Libra,bantamweight
1408,1408,T. J. Doheny,1986-11-02,"Portlaoise, Ireland",bantamweight,5 ft 5+1⁄2 in (166 cm),68 in (173 cm),Southpaw,29,25.0,19.0,4.0,,,M,166.0,173.0,Ireland,Irish,Scorpio,bantamweight
1409,1409,Ricardo Cordoba,1983-10-11,"Santa Marta, Panama",flyweight/bantamweight/bantamweight,5 ft 8 in (173 cm),,southpaw,44,39.0,25.0,3.0,2.0,0.0,M,173.0,,Panama,Panamanian,Libra,flyweight
1410,1410,Bernard Dunne,1980-02-06,"Clondalkin, Dublin, Ireland",bantamweight,5 ft 7 in (1.70 m),,,30,28.0,15.0,2.0,0.0,0.0,M,170.0,,Ireland,Irish,Aquarius,bantamweight
1411,1411,Poonsawat Kratingdaenggym,1980-11-20,"Amphoe Phu Phan, Sakon Nakhon Province, Thailand",bantamweight/bantamweight,,,Orthodox,44,42.0,30.0,2.0,0.0,0.0,M,,,Thailand,Thai,Scorpio,bantamweight
1412,1412,Nehomar Cermeño,1979-06-07,"Barcelona, Anzoátegui,Venezuela",bantamweight/bantamweight/featherweight,5 ft 6 in (168 cm),69.5 in (177 cm),Orthodox,37,27.0,16.0,8.0,1.0,1.0,M,168.0,177.0,Venezuela,Venezuelan,Gemini,bantamweight
1413,1413,Shun Kubo,1990-04-08,"Kyoto, Japan",bantamweight,5 ft 9+1⁄2 in (177 cm),71 in (180 cm),Southpaw,18,15.0,10.0,3.0,,,M,177.0,180.0,Japan,Japanese,Aries,bantamweight
1414,1414,Pete Herman,1896-02-12,"Convent, Louisiana, U.S.",bantamweight,5 ft 2 in (1.57 m),,Orthodox,145,100.0,20.0,32.0,13.0,,M,157.0,,USA,American,Aquarius,bantamweight
1415,1415,Johnny Buff,1888-06-12,"Perth Amboy, New Jersey, U.S.",bantamweight,5 ft 3 in (1.60 m),,,100  ,67.0,14.0,20.0,9.0,4.0,M,160.0,,USA,American,Gemini,bantamweight
1416,1416,Abe Goldstein,1898-09-10,"New York City, New York, U.S.",bantamweight,5 ft 5 in (1.65 m),,Orthodox,136,102.0,35.0,24.0,9.0,1.0,M,165.0,,USA,American,Virgo,bantamweight
1417,1417,Bud Taylor,1903-07-22,"Terre Haute, Indiana, United States",bantamweight,,,Orthodox,164,116.0,37.0,32.0,16.0,,M,,,USA,American,Cancer,bantamweight
1418,1418,Bushy Graham,1903-06-18,"Calabria, Italy",bantamweight,5 ft 5 in (1.65 m),5 ft 4 in (1.63 m),,137,110.0,39.0,19.0,8.0,,M,165.0,163.0,Italy,Italian,Gemini,bantamweight
1419,1419,Panamá Al Brown,,,flyweight/bantamweight/featherweight,5 ft 9 in (175 cm)[1],72.5 in (184 cm)[1],Orthodox,163,131.0,59.0,20.0,12.0,,M,175.0,184.0,,,,flyweight
1420,1420,Eugène Huat,1907-02-08,"Reims, France",flyweight/bantamweight,5 ft 1 in (155 cm),,,133,80.0,41.0,44.0,9.0,,M,155.0,,France,French,Aquarius,flyweight
1421,1421,Louis Salica,1912-11-16,"Brooklyn, New York",bantamweight,5 ft 4 in (1.63 m),,Orthodox,91,62.0,13.0,17.0,12.0,,M,163.0,,USA,American,Scorpio,bantamweight
1422,1422,Raúl Macías,,,bantamweight,1.61 m (5 ft 3+1⁄2 in),1.61 m (63 in),Orthodox,43,41.0,25.0,2.0,,,M,161.0,160.0,,,,bantamweight
1423,1423,Takuya Muguruma,,,,1.84 m (6 ft 1⁄2 in),,,,,,,,,M,184.0,,,,,
1424,1424,Kaokor Galaxy,1959-05-15,"Phetchabun, Thailand",bantamweight,5 ft 4 in (163 cm),,Southpaw,26,24.0,19.0,2.0,,,M,163.0,,Thailand,Thai,Taurus,bantamweight
1425,1425,Moon Sung-kil,1963-07-20,"Yeongam, South Jeolla South Korea",flyweight/bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,22,20.0,15.0,2.0,,,M,165.0,168.0,South Korea,South Korean,Cancer,flyweight
1426,1426,Eidy Moya,1974-09-04,"Barcelona, Venezuela",bantamweight,5 ft 5 in (165 cm),,orthodox,21,17.0,9.0,3.0,1.0,,M,165.0,,Venezuela,Venezuelan,Virgo,bantamweight
1427,1427,Volodymyr Sydorenko,1976-09-23,"Energodar, Ukrainian SSR,Soviet Union",bantamweight,1.62 m (5 ft 4 in),,Orthodox,27,22.0,7.0,3.0,2.0,,M,162.0,,Ukraine,Ukrainian,Libra,bantamweight
